Ligand,3FGU,3S41,4RCH,7T78,4ISF,4DCH,4DHY,5V4X,4NO7,3F9M,3VEY,3IDH,7T79,6E0I,3IMX,4ISE,3ID8,3VEV,3VF6,5V4W,1V4S,eA,XGB,Predicted probability
decoy4219.ZINC62794987,-6.75787449,-8.07791615,-7.81885052,-7.39525461,-7.75220299,-7.77868366,-8.04445839,-8.23179531,-8.9675951,-6.42399359,-7.39147139,-7.93821144,-7.30097437,-7.44590187,-8.35273361,-8.65622616,-7.74249887,-8.26867867,-8.24038982,-7.97997332,-8.47980404,-7.859308969999999,-7.86423238404818,0.001736992970108986
decoy4686.ZINC22996743,-7.74581003,-7.76103687,-9.32925987,-8.17587471,-10.4606647,-9.74870491,-7.67518997,-10.0460644,-8.63968468,-7.50006628,-7.91202688,-8.50024319,-8.46605492,-9.0344038,-9.09941387,-10.1929617,-7.7062583,-10.8014326,-8.09887314,-10.3191566,-8.18229485,-8.828356012857144,-8.738773741224101,0.001735981204546988
decoy4705.ZINC09116521,-7.24369526,-9.37575531,-9.44551086,-7.93243933,-9.12239647,-8.95578098,-9.26844978,-8.82123661,-8.21024227,-7.20831156,-8.09605217,-8.50286484,-9.37259769,-9.19112873,-9.14105034,-9.10931206,-7.67743778,-10.5018816,-8.39451694,-8.71812153,-7.62855101,-8.662730148571425,-8.579461510183638,0.0017355706077069044
decoy3108.ZINC63911310,-7.51742077,-8.25576115,-8.87408161,-8.51338291,-8.72159672,-8.50686836,-8.24871731,-8.635746,-9.46428585,-6.89825487,-7.60906553,-8.02765179,-8.1934824,-7.51404238,-8.82701588,-8.67816734,-8.10469055,-9.12580967,-8.40253067,-9.01929379,-8.83993435,-8.37989523333333,-8.415149573462179,0.0017322617350146174
decoy2717.ZINC10720713,-7.44094992,-8.90435982,-9.3135376,-8.91501808,-9.88204861,-9.4551363,-8.98202229,-10.0249491,-8.56477547,-7.51560545,-8.0962429,-8.70327854,-8.32082558,-9.11445618,-10.0702286,-10.6540976,-8.16197109,-9.96173,-9.21584702,-9.10949898,-7.20496082,-8.933882854761904,-8.903197363985976,0.0017322403145954013
decoy2723.ZINC12776119,-8.58394432,-8.80447006,-9.28279114,-8.980896,-9.24736214,-9.14682293,-8.84179783,-8.62463093,-8.57982349,-7.62875605,-8.13642693,-9.54404354,-7.52589989,-9.13897896,-8.95704365,-9.75629425,-7.38509941,-10.102931,-8.9677372,-9.36388206,-7.52909613,-8.768034662380952,-8.75446733679001,0.0017313393764197826
decoy4296.ZINC00223828,-7.12732792,-7.67528152,-7.67262268,-7.85119581,-8.13820648,-7.85198641,-7.64079905,-8.08526611,-8.79444122,-7.15266657,-7.3215189,-7.79974365,-8.30043602,-7.09612274,-8.2628994,-8.58684063,-7.70332956,-8.52124977,-8.37048054,-7.77635336,-7.43061876,-7.864732719047618,-7.822491669832427,0.0017197061097249389
decoy1185.ZINC16186982,-7.91222763,-7.57429552,-8.50628281,-8.124053,-7.20265055,-8.41039085,-7.46739435,-7.58517647,-8.29634476,-7.60329819,-7.58436251,-7.97959709,-7.64582157,-7.56949377,-8.50417995,-7.73456049,-8.63286114,-9.50096035,-8.00147724,-7.791574,-9.03297615,-8.03142754238095,-8.038740540113992,0.0017125321319326758
decoy1209.ZINC57865218,-7.45788574,-7.82235956,-9.00468159,-7.27365017,-9.29704571,-8.31468296,-6.89559221,-7.81118774,-6.59528208,-6.82318401,-7.79562759,-7.7190938,-9.54282284,-7.37212801,-8.14592457,-9.35581493,-7.03299809,-9.05135059,-8.67904758,-7.57076168,-7.76166153,-7.9677515704761905,-7.973249467867539,0.0017083707498386502
decoy4023.ZINC04366460,-7.68974161,-8.55342007,-8.60766602,-8.63480759,-8.69707394,-8.33700657,-8.5540514,-9.3775835,-8.97653484,-8.08177185,-7.97626162,-8.55953693,-9.2611351,-7.95857334,-8.81511211,-9.64604378,-8.31194592,-8.78770161,-8.99409389,-8.58898735,-7.93241882,-8.587688945714287,-8.597077415726114,0.0017044765409082174
decoy665.ZINC12458827,-8.18779373,-9.01543427,-9.54479599,-8.05835152,-8.88110065,-8.0735302,-8.83328438,-8.82004356,-9.51117325,-7.44293213,-8.48699188,-8.60710621,-8.84702301,-8.41372776,-8.68572712,-9.04756546,-7.1041131,-10.7269821,-9.01688385,-8.0560627,-6.9953599,-8.588380131904763,-8.51121296578032,0.0017042363760992885
decoy3693.ZINC49670143,-9.0201149,-8.76990032,-8.73051834,-9.10889244,-9.4410305,-9.86755943,-8.68607616,-9.78492355,-9.28625202,-8.83221531,-8.96310806,-9.32935905,-9.39090919,-8.68459511,-8.55388737,-9.80183887,-8.75670147,-9.59981632,-8.78681755,-9.4933424,-9.2957201,-9.151598974285715,-9.13568713919061,0.0017041739774867892
decoy458.ZINC23643424,-8.46014977,-9.03291321,-9.40018845,-8.3843565,-10.414115,-9.39361763,-9.08192921,-9.91720676,-9.83864975,-8.56908512,-9.3217268,-9.07694626,-8.07695103,-9.14784622,-10.4811335,-10.8691254,-8.64663792,-10.4133387,-9.81568909,-9.43031311,-8.23595428,-9.33370827190476,-9.314719335094052,0.0017041560495272279
decoy3629.ZINC14474558,-9.37445354,-8.92820168,-9.40256119,-9.08749866,-8.66410637,-8.20366669,-8.94421387,-8.82071304,-9.13502312,-7.38966799,-8.68135548,-10.292511,-8.83462334,-9.35678959,-9.97166061,-8.81133556,-7.9121995,-11.0747776,-9.10338116,-9.23315239,-8.29350185,-9.024542582380954,-9.045982112210217,0.0016979567008093
decoy1563.ZINC12952218,-8.86828995,-9.41241169,-8.97251415,-8.25207138,-8.11264896,-8.99338531,-9.46116352,-9.52676487,-6.50070047,-6.92651224,-8.67815399,-9.76365185,-7.49629307,-8.35150528,-8.51964855,-8.60791874,-7.24084377,-9.67116356,-9.32397842,-8.4120779,-7.76945543,-8.517197766666666,-8.432016755486696,0.0016971962759271264
decoy4413.ZINC23564497,-7.94114065,-10.0100946,-9.43087482,-8.8926096,-10.4530087,-9.61905575,-10.0262222,-9.75289154,-9.03203869,-6.55537367,-8.59840584,-8.5468092,-9.40508652,-9.17961597,-10.692976,-10.4937763,-8.30455589,-10.0514565,-9.32856369,-9.64987659,-6.97305441,-9.187499387142857,-8.993069796817416,0.0016846081707626581
decoy3151.ZINC44599107,-7.80851126,-8.62879753,-8.01141167,-8.66950703,-7.92967749,-8.57680225,-8.24441338,-8.51056671,-8.59608555,-6.94228029,-7.84900951,-8.31320381,-8.84908772,-8.56291103,-8.25997734,-7.92364025,-7.84551191,-9.19473553,-8.17888546,-7.70620584,-7.24042463,-8.182935532857144,-8.127349575447024,0.0016831211978569627
decoy1747.ZINC40549275,-8.08890152,-8.43461227,-8.88893795,-8.97598267,-8.86434746,-8.75737381,-8.39015293,-8.99701691,-8.61212635,-9.38542843,-8.6742506,-8.59945297,-9.0565815,-8.49676895,-9.17524624,-8.71604061,-8.85128212,-9.83199883,-8.7117815,-8.39396858,-9.42804718,-8.825252351428572,-8.837906731279437,0.0016826069913804531
decoy3643.ZINC38742714,-8.63190842,-8.31570435,-9.15818405,-8.69349194,-7.82142353,-9.82818317,-8.32338333,-8.25760555,-8.19553852,-7.98284292,-7.9343524,-8.44819355,-8.29495621,-9.28670311,-9.35830879,-8.36084366,-8.27493668,-10.0709696,-8.38058472,-10.5304251,-9.41605568,-8.741171203809524,-8.741573300466257,0.0016750865615904331
decoy1346.ZINC32038023,-6.94919157,-8.45688629,-9.24530792,-8.90550613,-8.66081142,-8.73418522,-8.50036812,-9.10774612,-8.93688774,-8.96747398,-9.32689285,-7.91237831,-8.41952419,-8.3822298,-8.42436981,-8.38546848,-9.43627262,-9.95299435,-9.11339569,-8.10652351,-9.55035686,-8.736893856190477,-8.688340686747335,0.0016714399680495262
decoy949.ZINC58493135,-8.89005852,-9.55318737,-10.3453236,-9.77989197,-10.3786335,-10.5604515,-9.49210072,-10.4396944,-9.53517056,-9.8405056,-9.302598,-10.5466433,-10.1630907,-10.255661,-10.4676256,-10.2920132,-9.08183765,-12.1689157,-10.3754883,-9.69724941,-9.84134102,-10.047975315238094,-10.014445219886849,0.0016684969887137413
decoy4113.ZINC54505486,-7.342103,-7.95975208,-7.89571524,-8.49191666,-8.68249321,-8.40335751,-8.05823517,-8.72000885,-9.75810623,-6.50566626,-7.05382729,-8.09459782,-8.66223621,-7.93440342,-9.08817101,-8.99816799,-7.20899868,-8.78227043,-9.00008106,-8.46806717,-7.17642736,-8.20402869761905,-8.22089151029827,0.0016657834639772773
decoy3502.ZINC51030589,-8.0163393,-7.31268978,-7.92558384,-8.33976841,-7.97968769,-7.84932661,-7.32842827,-7.34888792,-7.69112062,-7.2197566,-6.89421272,-8.11820793,-8.44629288,-7.58091879,-8.73944283,-7.65851736,-8.30143166,-8.44736767,-7.53873777,-7.72604799,-7.32346821,-7.799344516666666,-7.802994835283608,0.0016651945188641548
decoy4476.ZINC39593763,-8.23617935,-8.85585117,-9.37349319,-10.2823114,-8.7394495,-10.4629402,-8.17712593,-9.90868187,-9.65455055,-9.03783989,-8.57141781,-8.35369682,-9.91596603,-9.14599705,-9.35065556,-9.16350365,-9.28949738,-11.0478888,-9.88639641,-10.113555,-9.82620811,-9.399676460476192,-9.369903106280828,0.0016616769134998322
decoy3616.ZINC04229864,-8.90470123,-8.63835621,-9.80241108,-8.95547104,-9.12138939,-9.03858471,-8.56922436,-8.94734478,-9.17277718,-8.30689621,-8.76627541,-9.19080353,-8.88814354,-8.22264767,-9.20340157,-9.23119926,-7.99442959,-10.1248779,-8.81008434,-8.63670635,-9.00656414,-8.930109023333333,-8.884312490556113,0.0016585111152380705
decoy911.ZINC00913639,-7.21441603,-9.53292084,-9.15928173,-8.22981834,-10.1164827,-10.2368841,-9.50473595,-8.95000458,-8.07307243,-7.91523409,-7.75170946,-9.43654537,-7.37196255,-10.2315302,-9.19930458,-8.89837074,-7.92859983,-12.0253887,-10.6641293,-9.54311085,-8.2188797,-9.057256289047618,-8.974589737941326,0.0016574969049543142
decoy2226.ZINC50102311,-7.48019171,-7.22012806,-8.33490562,-8.18191433,-8.29163647,-8.59546471,-7.23906851,-8.48963356,-8.81103992,-7.19195604,-7.58930254,-7.82639742,-9.26122475,-7.96633244,-8.71269226,-8.59767914,-8.23053455,-9.81201363,-8.32068443,-8.27411366,-7.96592474,-8.209182785238095,-8.209454861514676,0.0016509725246578455
decoy4333.ZINC58225775,-7.78399992,-8.7020874,-8.61103535,-8.70206261,-8.89629078,-9.32402897,-8.68781185,-8.88732529,-9.55440521,-7.37169218,-8.11857796,-9.05450439,-8.50395203,-7.84752274,-9.42865276,-8.74579906,-8.97935486,-9.57252407,-9.14776707,-8.49704361,-9.34344769,-8.75047075238095,-8.699189770574922,0.0016508232802152634
decoy1722.ZINC64040388,-7.61805487,-8.80507565,-11.3667078,-7.97586346,-10.1434469,-10.0160732,-8.76427364,-10.0458193,-7.7707572,-7.8569684,-7.87655735,-8.21081066,-8.35898685,-9.67180347,-9.96704674,-9.4503727,-8.22964001,-11.0784369,-7.34406853,-10.3755283,-8.52352715,-9.02141995619048,-8.968763440175529,0.0016439008759334683
decoy2855.ZINC60127165,-7.77756023,-8.24876213,-8.75978088,-8.60419369,-8.94353676,-10.1742134,-8.48262024,-8.85276794,-8.8228817,-8.12308884,-8.93948936,-8.40970612,-8.91010571,-8.95808887,-8.65713215,-9.27969646,-9.11434174,-9.33248615,-7.93039417,-8.45167828,-9.62385082,-8.780779792380951,-8.782783502147751,0.001641304581426084
decoy1065.ZINC04160348,-7.57444,-9.83083057,-9.48251724,-8.63377094,-7.92025948,-9.76402283,-9.81646824,-8.45956421,-7.59340715,-7.54791689,-8.30364513,-8.71371555,-8.5506897,-9.7532053,-9.6119566,-8.62224865,-8.26637173,-10.6008453,-8.23092175,-9.64669132,-7.58333826,-8.786039373333333,-8.782417541674558,0.0016339701833203435
decoy992.ZINC39762109,-7.94547129,-8.12411213,-8.75802612,-8.5975523,-7.60214567,-8.62668228,-8.03361225,-8.51992702,-8.59729195,-7.83067417,-7.83525801,-7.68702984,-9.4521513,-8.13128757,-8.92690563,-8.48308277,-7.92510557,-9.92165375,-8.46194839,-8.47450638,-8.70343876,-8.411326816666667,-8.401856011103192,0.0016325333854183555
decoy821.ZINC12757160,-7.56605864,-8.61117458,-9.12694168,-8.86960697,-7.93139172,-8.91474438,-8.55028725,-8.42198944,-8.4200983,-7.99794912,-8.40379333,-7.86434937,-8.1575737,-8.41561413,-7.55065346,-8.2233057,-9.30203915,-9.98820782,-8.68597507,-8.18772316,-8.88531113,-8.479751814285716,-8.426879362525067,0.0016288497718051076
decoy543.ZINC49510881,-9.36541462,-8.98533058,-10.6221466,-10.9048557,-9.81221294,-10.8065166,-8.96823788,-10.2697973,-10.1735439,-8.88765717,-9.67747307,-8.93431091,-10.5076113,-9.70933628,-10.4823885,-10.1180553,-10.2076569,-11.6139421,-9.64004421,-9.67059898,-9.85633087,-9.962545795714286,-9.908988625501294,0.0016275150701403618
decoy3724.ZINC05738255,-8.61711693,-9.18332481,-8.64236355,-7.52057505,-9.68332005,-8.68867397,-9.122262,-8.98041439,-8.67898369,-6.66600418,-7.31886578,-9.48712158,-6.62841558,-8.85379028,-8.81609535,-9.33244896,-6.67414999,-10.1168909,-8.46484184,-8.97261715,-6.79035759,-8.439934934285713,-8.417609510076371,0.0016205196734517813
decoy1876.ZINC06743608,-8.13646221,-8.75908375,-10.3661633,-9.37533379,-9.6787672,-11.323761,-8.5889883,-10.2088547,-8.4868927,-7.93719387,-7.9069066,-9.92131805,-8.4268446,-9.74564457,-9.63493252,-10.4796028,-7.76694918,-11.1952,-9.29933453,-10.2129431,-8.00043774,-9.30721973857143,-9.253811962835716,0.0016131795709952712
decoy2752.ZINC60237946,-8.24163151,-9.21297073,-10.3693151,-9.29913235,-11.5832005,-10.9328375,-8.50834846,-11.3840494,-8.76226044,-8.34740734,-8.79436684,-10.2034349,-10.2465467,-9.53342724,-11.0686359,-10.6433325,-9.02792549,-11.4169922,-9.84848309,-10.8312836,-8.51158237,-9.846055436190476,-9.696412409810783,0.0016106864204630256
decoy3520.ZINC14940585,-7.87623596,-8.47599506,-8.51420689,-8.77041149,-8.94043446,-8.3395195,-8.43977737,-8.38364601,-9.21547794,-7.01989079,-8.34602642,-8.52509117,-9.25032711,-8.55194855,-10.6801367,-9.54826641,-8.1674366,-9.5958128,-8.73787689,-9.26254845,-7.43696165,-8.670382296190477,-8.68677443474779,0.0016092874575406313
decoy4800.ZINC64922032,-8.67022705,-9.01396847,-10.3476238,-9.42439175,-9.78112793,-9.83050823,-9.10614872,-9.46392441,-10.2768946,-9.32307911,-8.55215168,-9.89392376,-9.8362236,-9.71848869,-9.70707512,-10.686698,-9.85031319,-10.6087923,-9.62006855,-9.15889359,-9.90055656,-9.655765671904764,-9.666007523670926,0.0016083194641396403
decoy3912.ZINC48163965,-8.71494389,-9.64786911,-10.5237045,-10.2015076,-9.94964027,-10.0711546,-9.55540943,-9.75959206,-9.59468174,-9.39864254,-9.35155201,-9.75350666,-10.5074291,-9.66250992,-10.7280035,-10.1386108,-10.2961378,-11.3382721,-9.42155266,-10.8711042,-9.81540871,-9.96672539047619,-9.95263216091995,0.001608095713891089
decoy4028.ZINC08316099,-7.75028419,-8.11447716,-8.37262535,-9.31683159,-8.69539261,-8.71726418,-8.21145821,-8.83848095,-8.79654789,-7.72531939,-7.36094046,-8.15563774,-8.68861389,-7.76053429,-8.67422199,-8.85599995,-8.08044052,-9.35294914,-8.76780415,-8.41362381,-7.99711227,-8.411740939523808,-8.44699305343656,0.0016042267670854926
decoy3411.ZINC06393565,-9.03505898,-8.3243084,-9.14543152,-7.35988998,-9.17455769,-9.0409832,-8.39964962,-8.16959286,-6.84934378,-7.24348974,-6.74126863,-9.56855392,-8.11799526,-8.3532362,-8.55860138,-9.2421627,-6.86657333,-9.47247028,-8.69601345,-7.58745384,-7.8281045,-8.274987583809525,-8.274610131421145,0.0015988507075235248
decoy963.ZINC09500534,-7.86898661,-9.21180439,-8.90100098,-7.54052877,-9.00542831,-9.60583305,-8.11330509,-8.25667763,-10.8298359,-7.39782906,-8.0655899,-8.86045551,-7.21853065,-7.7742486,-10.5897512,-9.77153015,-7.45965528,-9.51358509,-9.89285469,-9.4119215,-7.8397007,-8.720431098095238,-8.705063003615827,0.0015985416248440742
decoy2514.ZINC21150693,-8.99439716,-10.2398148,-9.78617382,-10.0026054,-10.300127,-11.4217911,-10.1827841,-10.024498,-9.97783089,-8.37231064,-9.17952061,-9.50805187,-9.30268669,-9.07064247,-11.8439007,-10.8094616,-9.71655464,-10.6673231,-10.4214125,-10.7135363,-9.49336052,-10.001370662380952,-9.993149682148324,0.0015975252026692033
decoy4688.ZINC39484827,-7.14942503,-8.43587017,-9.51765633,-8.30716324,-8.98796654,-10.7598829,-8.40935612,-8.98396111,-8.41514015,-8.00251865,-8.20393944,-8.47158241,-8.74870682,-8.75213814,-8.95314407,-9.38264751,-8.79162312,-10.0045376,-8.72685528,-9.04585266,-9.93515205,-8.856434254285713,-8.826037197999911,0.0015964183257892728
decoy2449.ZINC02647593,-8.55387497,-10.5158005,-10.136817,-8.39523125,-9.34876156,-10.2991323,-10.4614038,-10.2146358,-7.22787952,-7.97704124,-8.41005707,-9.24105549,-7.51753998,-9.02664661,-10.0666819,-8.88290882,-7.82565403,-10.3616009,-10.5608873,-10.598876,-8.03929996,-9.22198980952381,-9.128376955693962,0.0015937278512865305
decoy2798.ZINC55668545,-7.99627924,-7.27248192,-8.49923134,-8.6717186,-8.75149059,-8.68800545,-7.49092293,-8.22670364,-8.56997585,-6.95046949,-7.54614544,-8.15718365,-9.71376324,-7.1203723,-8.86118603,-8.37913227,-7.09238577,-8.51015949,-7.78027058,-8.37827492,-8.15625191,-8.133924030952382,-8.193011070969426,0.0015899998834356666
decoy3601.ZINC20717754,-7.40819263,-10.6616697,-9.32026672,-8.48959255,-8.86723804,-8.73006916,-10.7004471,-8.60040092,-7.40902519,-8.21313953,-7.51261425,-8.78234577,-8.37894535,-9.89647102,-9.3223381,-8.6896801,-8.07666016,-10.4931097,-9.24918079,-7.93517065,-8.57952404,-8.824575308095236,-8.744217625712327,0.0015876664547249675
decoy3928.ZINC08340818,-8.05169487,-8.17039013,-8.82008362,-8.54012203,-8.56097794,-8.85783958,-8.18296432,-9.02828598,-7.59003162,-8.00602627,-7.83840656,-8.90635586,-8.53064251,-7.72664928,-9.02728271,-9.72669506,-9.04963875,-9.28397751,-8.11393261,-8.66510105,-9.4648037,-8.578185807619048,-8.634727053964149,0.0015805675648152828
decoy886.ZINC22704250,-9.03106117,-9.50273323,-9.58317852,-8.24374199,-9.38637733,-9.71086025,-9.47319221,-8.94078159,-9.82477283,-8.3441515,-8.41978073,-8.74952602,-8.00610924,-9.70801449,-9.98017979,-9.58366203,-8.46824646,-10.7423172,-9.23316002,-9.8716383,-8.38798046,-9.199593588571426,-9.156135814402562,0.0015784536954015493
decoy2984.ZINC06422353,-7.88482523,-8.47055626,-8.86701298,-8.13127136,-8.55573845,-9.4310236,-8.55541611,-8.85567951,-8.90655899,-7.9390583,-8.4958353,-8.73385429,-9.5476532,-8.15889645,-9.03903103,-8.70847034,-8.18704319,-9.58269787,-8.53953266,-8.76526546,-8.33080673,-8.651725109999997,-8.58191484396718,0.0015778584638610482
decoy2113.ZINC06507155,-8.10761166,-8.09812546,-8.93317413,-8.90241814,-9.17671108,-9.48972893,-8.0228157,-9.06141663,-8.47344398,-8.39684772,-8.80141068,-8.88092518,-9.51574802,-8.9881134,-9.12345409,-9.67708683,-8.92639542,-9.8662653,-8.59246635,-9.29066563,-9.50774956,-8.944408280476193,-8.966270360379626,0.0015736185014247894
decoy4326.ZINC61715027,-8.34106827,-8.63994884,-8.42781353,-9.13924217,-7.94229984,-8.44183445,-8.61348248,-8.54650021,-8.72412872,-8.89872646,-8.62968731,-8.61905861,-9.10752869,-7.9970479,-8.34540272,-8.4904623,-9.22267437,-10.0063324,-8.54151726,-8.36196041,-8.31016731,-8.635565916666664,-8.62423723394408,0.0015727782156318426
decoy694.ZINC46687017,-9.03951168,-9.23999023,-9.03231907,-8.88320637,-9.13316154,-9.72790623,-9.18024921,-9.0532856,-8.71915054,-7.05123949,-8.19480133,-9.2079258,-8.8750906,-8.72283173,-8.78283787,-9.63291645,-8.53669548,-10.1858959,-8.75753784,-9.3068552,-8.5721159,-8.944548764761905,-8.938570110967296,0.0015720431692898273
decoy645.ZINC39728614,-7.95964384,-8.74541759,-10.0527315,-9.61755371,-10.7868862,-9.86427402,-8.62193012,-9.72585487,-8.82957363,-8.85340595,-7.88031769,-9.5801096,-8.31175423,-7.66885424,-9.03871727,-10.2434578,-8.58290195,-11.0508423,-8.52204323,-9.70550537,-8.81217861,-9.164473986666666,-9.13040483725002,0.001569670159369707
decoy926.ZINC19388867,-8.13319778,-8.7388773,-9.54294586,-8.8155508,-8.47984791,-10.2535572,-8.72771358,-8.48722363,-8.51229095,-8.67158794,-9.40181065,-8.82128334,-8.30505562,-10.0413055,-9.8386755,-9.98739719,-8.5767622,-9.63955212,-9.4764576,-9.95756054,-8.2472353,-9.078851833809523,-9.075455557022442,0.0015688706189393997
decoy176.ZINC14471845,-9.53912926,-9.60493851,-9.63790131,-8.46887398,-8.87160778,-9.29032421,-9.58154488,-8.95815086,-8.0278492,-8.25044632,-8.00857162,-9.96308804,-6.89526796,-9.14670467,-8.921381,-9.10028934,-9.5194788,-10.369154,-10.0743313,-8.71194553,-8.5878973,-9.025184565238098,-8.995710177820303,0.0015679753851145506
decoy50.ZINC65115810,-7.4361577,-9.37936974,-10.1634398,-7.84003687,-10.3929892,-9.32744408,-9.34144115,-8.64836693,-9.87144947,-8.00048733,-8.18842697,-9.03360748,-8.46959591,-8.72661877,-10.2577677,-10.2985287,-8.02080536,-9.58866692,-9.71302795,-9.86669064,-7.25834942,-9.039203242380953,-8.887503291131717,0.0015665881801396608
decoy281.ZINC34792868,-8.45324612,-9.5741806,-9.73970604,-8.47123432,-9.40167427,-9.86351204,-10.0174618,-9.43678093,-8.15138817,-8.21319008,-8.85211563,-9.04133224,-8.92394352,-8.46145821,-10.1874599,-10.3020849,-8.35084534,-9.87700081,-9.29279804,-9.39883327,-8.08021736,-9.147164932857146,-9.11090334954834,0.0015647514956071973
decoy225.ZINC14888796,-8.05147171,-9.54867268,-9.32807064,-7.9993186,-8.37621403,-9.9957056,-9.3912878,-8.64997768,-7.59652233,-7.61586046,-7.64718676,-8.86481762,-10.4602385,-9.22967243,-9.22560883,-8.86176205,-7.60505581,-10.4023733,-7.38510323,-8.47001743,-8.05259514,-8.70273964904762,-8.622064452264029,0.0015623955987393856
decoy36.ZINC38657602,-8.40969849,-8.47646809,-9.84225178,-8.48728371,-9.11591434,-9.16371822,-8.46714115,-8.82546806,-8.87427044,-8.27418709,-8.62478352,-9.43296623,-9.22644424,-8.48740196,-8.78154373,-8.51294899,-9.56856823,-9.98912525,-9.16659164,-8.89765167,-9.11144161,-8.939803259047622,-8.919564948668203,0.0015613172436133027
decoy2200.ZINC13640020,-7.76394463,-9.16355801,-8.91717243,-7.96584368,-9.58177471,-9.47464561,-9.03721714,-9.05824375,-7.11235619,-7.73339033,-8.77223396,-9.43359661,-6.83214283,-8.74783802,-9.3132658,-9.6041584,-6.69954824,-9.79591274,-8.78635025,-9.55206966,-8.02425098,-8.636643522380954,-8.63380588231868,0.0015559048624709249
decoy1794.ZINC05328670,-7.57425594,-9.68807983,-10.5515175,-9.7683382,-9.10939503,-9.84072971,-9.62710857,-10.2438145,-9.09522057,-7.80011702,-8.31707096,-8.95342445,-8.13569832,-9.16394615,-9.41218472,-9.97022343,-7.52007008,-10.3251867,-9.29056931,-10.5179014,-8.2274332,-9.196775504285714,-9.146151941218957,0.0015522327739745378
decoy2046.ZINC21016879,-8.11444664,-8.36079407,-8.05288982,-8.88690662,-9.01947594,-9.13457966,-8.35415936,-9.16157818,-9.11822319,-7.63355637,-8.17686081,-8.69297123,-9.1334362,-8.04596615,-8.88784599,-8.93430996,-8.62374687,-9.00848103,-8.40962505,-8.9719696,-8.59855747,-8.63430381952381,-8.61997296284046,0.00153486174531281
decoy4008.ZINC17918376,-7.17075539,-8.16034317,-9.31068993,-8.70174217,-9.73830128,-9.46026134,-8.08352661,-9.09399319,-9.33327579,-7.02335644,-7.23818254,-9.29259682,-9.45523167,-8.82306194,-9.81666374,-9.46196938,-7.03260899,-10.6850042,-9.2881422,-9.34384537,-7.60926962,-8.76775341809524,-8.759213779673553,0.001533917267806828
decoy22.ZINC14472419,-9.78598976,-10.2010536,-10.254612,-8.78009319,-10.0302019,-11.4834328,-10.1706686,-9.87232685,-11.3888741,-8.97513866,-8.77253723,-9.9091959,-9.24475956,-9.16659641,-11.9306211,-9.83990002,-8.7666235,-10.6563206,-9.54271126,-9.7652483,-9.35601997,-9.89966311,-9.867200036812392,0.001532958704046905
decoy938.ZINC36085741,-8.77092552,-9.49377441,-10.436758,-9.40603542,-10.1997118,-10.6831894,-9.12291622,-9.13485336,-8.84276009,-8.55940056,-9.4533205,-9.99515152,-9.51761627,-9.4570694,-10.5575838,-9.931633,-8.07662868,-11.0557089,-9.26659679,-10.050458,-7.55076027,-9.50299294809524,-9.442029590934482,0.0015307997819036245
decoy3849.ZINC46587289,-7.78633165,-7.83857632,-9.01145458,-9.0106287,-8.65232277,-7.72420931,-7.96028566,-8.3793354,-8.77075481,-7.01004171,-8.62086105,-8.45458603,-8.95433903,-8.19840622,-8.70658779,-8.66911125,-7.34642935,-9.82312298,-8.65561104,-8.49222088,-7.24466181,-8.348089444761904,-8.330054651145586,0.001529550296254456
decoy1618.ZINC59148124,-8.16134739,-10.2730207,-10.3027,-8.42026043,-10.3177595,-10.3430061,-9.81717396,-10.2640028,-9.23240185,-8.56791878,-8.79847336,-11.0469389,-8.68076992,-9.36567593,-10.9586887,-10.6798038,-8.65487099,-12.0734491,-9.66208935,-9.97091007,-8.28528786,-9.708407118571431,-9.637898170212331,0.001529471599496901
decoy2314.ZINC01362259,-7.51140547,-7.64411449,-10.2884932,-7.48373079,-9.89365196,-9.51628685,-8.6271143,-8.96050549,-6.31820774,-8.75216007,-9.53807354,-7.58653259,-9.3631115,-7.13346863,-9.67467499,-9.25878716,-8.41045666,-11.1523666,-9.54084682,-10.7454872,-8.14965343,-8.83567283238095,-8.80497586739301,0.001527363550849259
decoy189.ZINC34974943,-6.99630022,-7.96310949,-8.21446705,-7.71186972,-9.97733307,-9.10592175,-8.06076336,-9.50895977,-7.13562679,-6.86270952,-7.53239298,-7.10150146,-7.30389404,-8.60745621,-9.29451656,-7.70598936,-7.55524731,-9.70678902,-7.22321367,-10.8460464,-8.53807545,-8.235818247619047,-8.26885587442969,0.0015258858911693096
decoy3887.ZINC35672436,-7.15783072,-8.5502758,-8.84990406,-8.62708473,-8.94288349,-9.40741348,-8.54599476,-9.53483868,-9.04434299,-7.30384779,-7.59769201,-8.93790245,-9.00934792,-8.59672642,-8.87795067,-9.49966908,-8.23271465,-9.44810009,-8.41263676,-9.33426285,-8.66227531,-8.693985462380951,-8.693724529272973,0.0015251871664077044
decoy46.ZINC38873988,-7.48018169,-8.19417381,-7.94860458,-8.92772102,-8.60607147,-8.53315544,-8.47913456,-8.68489075,-7.66687298,-7.18436432,-8.66059685,-7.62517118,-7.88974619,-8.40683746,-8.56448174,-8.9203434,-7.95460749,-10.3632631,-8.83818245,-8.69114685,-8.11076355,-8.368110041904762,-8.307430028620844,0.0015190236736088991
